plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
BESS PFV El Manzano,BESS El Manzano (Retiro),Bess,(en blanco),Región Metropolitana,ernc,1.0,0.0,136.9267861955805,0.060033665851186205,17,2024-12-27 16:00:00
PMGD PFV COLCHAGUA,PMGD PFV Colchagua,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,23.31007893386877,2.3806924734480748,17,2024-12-27 16:00:00
PFV BOLERO,PFV BOLERO,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,908.2493306625961,102.2673497774957,17,2024-12-27 16:00:00
PMGD PFV LOCKMA,PMGD PFV Lockma,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,74.67416368071719,7.238796209183815,17,2024-12-27 16:00:00
TER ANDES GENERACION,Andes Generación Unidad 3 FO6,Térmica,Fuel Oil,Región de Atacama,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
TER ATACAMA,Atacama TG1B + 0.5TV1C Diésel,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD PFV SAN EUGENIO SOLAR,PMGD PFV San Eugenio,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,89.12936034142766,8.125909165529848,17,2024-12-27 16:00:00
PMGD PFV REN,PMGD PFV REN,Solar,(en blanco),Región de la Araucanía,ernc,1.0,0.0,61.44016699833039,5.63227664834037,17,2024-12-27 16:00:00
PMGD PFV PARQUE SOLAR SANTA FE,Santa Fe,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,82.32242045326919,7.572919615064928,17,2024-12-27 16:00:00
PMGD PFV LA PERLA,PMGD PFV LA PERLA,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
HP QUILLECO,QUILLECO,Hidráulica,Pasada,Región del Bío-Bío,convencional,0.0,0.0,684.3837907035227,32.01795512063264,17,2024-12-27 16:00:00
TER TALTAL,Taltal 1 Gas Arg,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
TER ARICA,TER ARICA GMAR,Térmica,Diésel,Arica y Parinacota,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD PFV LIQUIDAMBAR,PMGD PFV Liquidambar,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
TER ANDES GENERACION,Andes Generación Unidad 4 Diesel,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
TER MEJILLONES,CTM3-TG Diesel,Térmica,Diésel,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD PFV PSF COYUNCHE,PMGD PFV Coyunche,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,29.065282687323446,2.625867988576095,17,2024-12-27 16:00:00
PMGD PFV RCU (RTN),PMGD PFV Rcu,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,55.46415659899203,5.164223400598709,17,2024-12-27 16:00:00
TER TALTAL,Taltal 2 Gas Arg,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
TER ARICA,TER ARICA M1AR,Térmica,Diésel,Arica y Parinacota,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD PFV CATO SOLAR,PMGD PFV CATO SOLAR,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD PE RAKI,RAKI,Eólica,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD  TER AROMOS,Aromos,Térmica,Diésel,Región de la Araucanía,convencional,0.0,0.0,0.0,0.0,17,2024-12-27 16:00:00
PMGD TER CENTRAL LA GLORIA 21 [EN_REVISION],PMGD TER La Gloria-21,Térmica,Biomasa,Región del Maule,ernc,1.0,0.0,20.2715920984132,0.588365193019134,17,2024-12-27 16:00:00
