plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
PFV LALACKAMA II,PFV Lalackama II,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,92.06162658279405,0.0,1,2024-11-21 00:00:00
PMGD HP PICHILONCO,Pichilonco,Hidráulica,Pasada,Región de los Ríos,ernc,1.0,0.0,10.03946690002025,0.48956920452156544,1,2024-11-21 00:00:00
PMGD TER COPIULEMU,Copiulemu,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,4.454013494452154,0.0,1,2024-11-21 00:00:00
PMGD HP LAS FLORES,PMGD HP LAS FLORES,Hidráulica,Pasada,Región de los Ríos,ernc,1.0,0.0,39.157648026181825,1.7317897004913687,1,2024-11-21 00:00:00
PFV RAULI [EN_REVISION],PFV RAULI,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PFV JAVIERA,JAVIERA (SOLAR),Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,352.4376409903638,0.0,1,2024-11-21 00:00:00
PMGD PFV LAS TORCAZAS,Las Torcazas,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,25.210006796260437,0.0,1,2024-11-21 00:00:00
TER TOCOPILLA,U16-TG + U16-TV Diesel,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PMGD PFV PLAYERON,PMGD PFV Playeron,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,32.8174317133075,0.0,1,2024-11-21 00:00:00
PMGD PFV PANQUEHUE II,PANQUEHUE_II,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,38.58512248326707,0.0,1,2024-11-21 00:00:00
PMGD PFV LIMA,PMGD PFV Lima,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,17.0478256598308,0.0,1,2024-11-21 00:00:00
TER HUASCO,Huasco TG IFO,Térmica,Fuel Oil,Región de Atacama,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PFV DOMEYKO,PFV Domeyko,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,1002.3120794404299,0.0,1,2024-11-21 00:00:00
HP CORRALES,PMG CH Corrales,Hidráulica,Pasada,Región de O'Higgins,ernc,1.0,0.0,70.16934976906148,2.9216384047577284,1,2024-11-21 00:00:00
PMGD PFV PARQUE SOLAR ALCALDESA,PFV Alcaldesa,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,65.45402277287492,0.0,1,2024-11-21 00:00:00
PMGD PFV PESARO SOLAR,PMGD PFV Pesaro,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,20.317922496406563,0.0,1,2024-11-21 00:00:00
HE ANGOSTURA,ANGOSTURA U3,Hidráulica,Pasada,Región del Bío-Bío,convencional,0.0,0.0,561.314775708591,37.02076060823149,1,2024-11-21 00:00:00
PMGD PFV MOYA,Moya,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,82.02677055016923,0.0,1,2024-11-21 00:00:00
PMGD PFV HORMIGA SOLAR,Hormiga Solar,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,11.291885642291843,0.0,1,2024-11-21 00:00:00
TER KELAR,KELAR TG1 + TG2 + TV (GNL),Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
TER TOCOPILLA,TER TOCOPILLA TG3 GNL,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PE PUNTA PALMERAS,PUNTA PALMERAS,Eólica,(en blanco),Región de Coquimbo,ernc,1.0,0.0,302.0033583087823,9.626398319237708,1,2024-11-21 00:00:00
TER CENIZAS,Cenizas,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PMGD PFV LAS PALMAS DEL VERANO SOLAR,PMGD PFV Palmas Verano Solar,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,25.739009400857107,0.0,1,2024-11-21 00:00:00
BESS ALFALFAL VR1,BESS ALFALFAL VR1 (Inyección),Bess,Inyección,Región Metropolitana,ernc,1.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
TER ATACAMA,Atacama TG1A + TG1B + TV1C Diésel,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PFV SAN PEDRO,PFV GPG SAN PEDRO,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,560.8044895488559,0.0,1,2024-11-21 00:00:00
HP RIO HUASCO,RIO HUASCO,Hidráulica,Pasada,Región de Atacama,ernc,1.0,0.0,31.93791023283105,1.3307462597012942,1,2024-11-21 00:00:00
TER ATACAMA,Atacama TG2A + TG2B + TV2C Diésel,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PMGD PFV MANDINGA,PMGD PFV Mandinga,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,49.55604360575566,0.0,1,2024-11-21 00:00:00
PMGD PFV PIQUERO,PMGD PFV Piquero,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,97.25661410868709,0.0,1,2024-11-21 00:00:00
TER TALTAL,Taltal 2 Diésel,Térmica,Diésel,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,1,2024-11-21 00:00:00
PMGD HP LOS CORRALES,PMGD HP LOS CORRALES,Hidráulica,Pasada,Región de los Ríos,ernc,1.0,0.0,57.96027829266903,2.4152191901392106,1,2024-11-21 00:00:00
PMGD PFV EL CUERVO,PMGD PFV El Cuervo,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,20.06578246789877,0.0,1,2024-11-21 00:00:00
