plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
PE LOS BUENOS AIRES,PE Los Buenos Aires,Eólica,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,330.4252968449289,9.015055488653129,17,2024-12-11 16:00:00
PMGD PFV PSF PUANGUE,PMGD PFV Puangue,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,31.029180636243566,1.8709894044002586,17,2024-12-11 16:00:00
HE PEHUENCHE,PEHUENCHE,Hidráulica,Embalse,Región del Maule,convencional,0.0,0.0,9037.728203122928,150.73452934135338,17,2024-12-11 16:00:00
PMGD PFV MALINKE,Malinke,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,16.132789978198854,1.370766047012315,17,2024-12-11 16:00:00
PMGD PFV EL CERNICALO II,Cernicalo 2,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,16.14119936393829,1.3651482727607702,17,2024-12-11 16:00:00
HE PANGUE,PANGUE,Hidráulica,Embalse,Región del Bío-Bío,convencional,0.0,0.0,5180.645217072013,22.01234414543494,17,2024-12-11 16:00:00
TER YUNGAY,TER Yungay U3 GNL,Térmica,Gas Natural,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
PE LOS CURUROS,PE LOS CURUROS,Eólica,(en blanco),Región de Coquimbo,ernc,1.0,0.0,464.8846993740257,62.89927283448282,17,2024-12-11 16:00:00
TER TALTAL,Taltal 1 Diésel,Térmica,Diésel,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
HP CALLAO,CALLAO,Hidráulica,Pasada,Región de los Lagos,ernc,1.0,0.0,15.537566915303797,0.6325584176222802,17,2024-12-11 16:00:00
PMGD PFV SDSI,PMGD PFV SDSI,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,31.38033686814166,2.730591938072622,17,2024-12-11 16:00:00
HE MACHICURA,MACHICURA,Hidráulica,Embalse,Región del Maule,convencional,0.0,0.0,1322.7417709211359,35.019638413191956,17,2024-12-11 16:00:00
HP CAPULLO,CAPULLO,Hidráulica,Pasada,Región de los Lagos,ernc,1.0,0.0,162.9914027859706,6.803815463134436,17,2024-12-11 16:00:00
TER YUNGAY,TER Yungay U3 Gas Argentino,Térmica,Gas Natural,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
PMGD PFV GRANATE,PMGD PFV Granate,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,77.43734346129351,7.00392084300284,17,2024-12-11 16:00:00
TER YUNGAY,TER Yungay U3 Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
HP SAUZAL,SAUZAL,Hidráulica,Pasada,Región de O'Higgins,convencional,0.0,0.0,1591.1622965527645,66.1871166009328,17,2024-12-11 16:00:00
TER YUNGAY,TER Yungay U2 Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
PMGD PFV PARQUE SOLAR FOTOVOLTAICO LA VICTORIA,PMGD PFV Parque Solar Fotovoltaico La Victoria,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,100.04286896386989,8.749815193640341,17,2024-12-11 16:00:00
PMGD PFV PSF HORIZONTE,PMGD PFV PSF Horizonte,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,63.533455388993254,5.633571197601413,17,2024-12-11 16:00:00
PE LA FLOR,Eólica La Flor,Eólica,(en blanco),Región de la Araucanía,ernc,1.0,0.0,454.1146597203229,15.018422073771749,17,2024-12-11 16:00:00
TER YUNGAY,TER Yungay U1 GNL,Térmica,Gas Natural,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
HP ALFALFAL,HP ALFALFAL,Hidráulica,Pasada,Región Metropolitana,convencional,0.0,0.0,3308.7354821661775,139.7903920566821,17,2024-12-11 16:00:00
PMGD PFV PARQUE SOLAR RIO PEUCO,PMGD PFV Parque Solar Río Peuco,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,11.113022304396614,1.029042141801406,17,2024-12-11 16:00:00
TER YUNGAY,TER Yungay U1 Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,17,2024-12-11 16:00:00
PMGD PFV CAIMI,Caimi,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,0.15940068717417916,0.025715366737056343,17,2024-12-11 16:00:00
PMGD PFV PATRICIA DEL VERANO SOLAR,PMGD PFV Patricia Del Verano,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,82.0161358251977,8.215180540887564,17,2024-12-11 16:00:00
HP ABANICO,ABANICO,Hidráulica,Pasada,Región del Bío-Bío,convencional,0.0,0.0,714.8708873449502,19.01066085287563,17,2024-12-11 16:00:00
