plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
HP OJOS DE AGUA,OJOS DE AGUA,Hidráulica,Pasada,Región del Maule,ernc,1.0,0.0,120.15738220114919,4.9927998766236525,7,2024-12-02 06:00:00
PFV ESPIGA DE ORO [EN_REVISION],PFV Espiga de Oro,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,23.783337288044933,0.0400224439007908,7,2024-12-02 06:00:00
HE RAPEL,RAPEL,Hidráulica,Embalse,Región de O'Higgins,convencional,0.0,0.0,1009.4060576218449,0.0,7,2024-12-02 06:00:00
PMGD PFV QUINANTU SOLAR,PMGD PFV Quinantu Solar,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,85.67573446981363,0.10980998685913475,7,2024-12-02 06:00:00
(en blanco),TER TERMOANDES-TV10 SEN,(en blanco),(en blanco),(en blanco),convencional,0.0,0.0,0.0,0.0,7,2024-12-02 06:00:00
PFV SDGX01,SDGx01 (Andacollo),Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,0.0,0.0,7,2024-12-02 06:00:00
PMGD PFV SAN ISIDRO,Solar San Isidro,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,27.13703787727271,0.02372141956564712,7,2024-12-02 06:00:00
PMGD HP CHANLEUFU II,PMGD HP Chanleufu,Hidráulica,Pasada,Región de los Lagos,ernc,1.0,0.0,78.40035088795811,3.258753600583381,7,2024-12-02 06:00:00
TER UJINA,TER UJINA-UG2 (HFO),Térmica,Fuel Oil,Región de Tarapacá,convencional,0.0,0.0,0.0,0.0,7,2024-12-02 06:00:00
TER NUEVA VENTANAS,TER NUEVA VENTANAS,Térmica,Carbón,Región de Valparaíso,convencional,0.0,0.0,0.0,0.0,7,2024-12-02 06:00:00
PMGD PFV TALLADO,PMGD PFV Tallado,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,74.80931162086637,0.0032984715263156,7,2024-12-02 06:00:00
HE RALCO,RALCO,Hidráulica,Embalse,Región del Bío-Bío,convencional,0.0,0.0,5841.795979091127,417.87433676815675,7,2024-12-02 06:00:00
PMGD PFV DON MATIAS,PMGD PFV Don Matías,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,25.920961445246014,0.02194261744389542,7,2024-12-02 06:00:00
PMGD PFV CIPRES,PFV CIPRES,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,3.0670610246712897,0.10469914108439404,7,2024-12-02 06:00:00
HE PEHUENCHE,PEHUENCHE,Hidráulica,Embalse,Región del Maule,convencional,0.0,0.0,10440.034592518834,544.7654951556141,7,2024-12-02 06:00:00
TER ARAUCO MAPA [EN_REVISION],TER ARAUCO MAPA,Térmica,Cogeneracion,Región del Bío-Bío,ernc,1.0,0.0,945.2901024927781,34.009071704696986,7,2024-12-02 06:00:00
PMGD HP EL PORTAL,PMGD HP El Portal,Hidráulica,Pasada,Región del Maule,ernc,1.0,0.0,14.785890833936662,0.5446435463688238,7,2024-12-02 06:00:00
PMGD PFV SAN PEDRO,Solar San Pedro,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,20.644586546108542,0.009973240922626851,7,2024-12-02 06:00:00
PMGD PFV LAS TORTOLAS,LAS TORTOLAS,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,29.874650771777407,0.04466207682744011,7,2024-12-02 06:00:00
PMGD PFV SAN FRANCISCO,PMGD PFV SAN FRANCISCO,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,31.265605661246653,0.0077569197476866246,7,2024-12-02 06:00:00
