plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
PMGD PFV SAN EDUARDO,PMGD PFV San Eduardo,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,0.6065177270491907,0.0,5,2024-12-18 04:00:00
PMGD PFV PILPILEN,Pilpilen,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,24.25091956507429,0.0,5,2024-12-18 04:00:00
PMGD PFV PARANAL,PMGD PFV Paranal,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,20.655798707096313,0.0,5,2024-12-18 04:00:00
TER LOS ESPINOS,Espinos,Térmica,Diésel,Región de Coquimbo,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV SAN ISIDRO,Solar San Isidro,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,26.05765562600045,0.0,5,2024-12-18 04:00:00
PMGD PFV TIJERAL,PMGD PFV Tijeral,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,22.826141421603733,0.0,5,2024-12-18 04:00:00
PMGD PFV RLA SOLAR,RLA Solar,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,16.5162086823386,0.0,5,2024-12-18 04:00:00
PMGD PFV SDSI,PMGD PFV SDSI,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,29.314657016674538,0.0,5,2024-12-18 04:00:00
HP MAITENES,HP MAITENES,Hidráulica,Pasada,Región Metropolitana,ernc,0.3725,0.0,0.0,0.0,5,2024-12-18 04:00:00
TER QUINTAY [NO_MOSTRAR],Quintay,Térmica,Diésel,Región de Valparaíso,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD HP RECA,RECA,Hidráulica,Pasada,Región de los Ríos,ernc,1.0,0.0,9.34319220750273,0.3907090320307132,5,2024-12-18 04:00:00
PFV NUEVO QUILLAGUA,PFV NUEVO QUILLAGUA,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD HP ARRAYAN,Arrayán,Hidráulica,Pasada,Región Metropolitana,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV MARIN,MARIN,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,24.309484949738543,0.0,5,2024-12-18 04:00:00
PE HORIZONTE SUR [EN_REVISION],PE Horizonte Sur,Eólica,(en blanco),Región de Antofagasta,ernc,1.0,0.0,504.1827370402121,27.315317962289722,5,2024-12-18 04:00:00
PMGD PFV BELLAVISTA 1,Bellavista 1,Solar,(en blanco),Región de Tarapacá,ernc,1.0,0.0,50.44829053694681,0.0,5,2024-12-18 04:00:00
PMGD PFV LAS CATITAS,PMGD PFV Las Catitas,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,17.914357777895354,0.0,5,2024-12-18 04:00:00
PMGD PFV PUEBLO HUNDIDO,PMGD PFV Pueblo Hundido,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,26.878486321090055,0.0,5,2024-12-18 04:00:00
PMGD PFV PARQUE PVP UNIHUE,PMGD PFV PVP Unihue,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,26.533756202446163,0.0,5,2024-12-18 04:00:00
TER LOS PINOS,Los Pinos,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV REXNER,PMGD PFV Rexner,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,25.342227359386754,0.0,5,2024-12-18 04:00:00
PMGD PFV DON SIMON,PMGD PFV Don Simon,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,16.457621613614293,0.0,5,2024-12-18 04:00:00
PMGD PFV QUEBRADA DE TALCA,PMGD PFV Quebrada de Talca,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,76.98314941735588,0.0,5,2024-12-18 04:00:00
PMGD TER LAS DALIAS,PMGD TER Las Dalias,Térmica,Diésel,Región de los Lagos,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV ERINOME,PMGD PFV Erinome,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,22.41080392044952,0.0,5,2024-12-18 04:00:00
PMGD PFV SAN FRANCISCO,PMGD PFV SAN FRANCISCO,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,29.685950963758273,0.0,5,2024-12-18 04:00:00
PMGD PFV PSF HORIZONTE,PMGD PFV PSF Horizonte,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,50.257968734240855,0.0,5,2024-12-18 04:00:00
PMGD PFV RODEO,Rodeo,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV GRANATE,PMGD PFV Granate,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,58.713070455415476,0.0,5,2024-12-18 04:00:00
TER ANDES GENERACION,Andes Generación Unidad 1 Diesel,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD HP SANTA ELENA,PMGD HP SANTA ELENA,Hidráulica,Pasada,Región de la Araucanía,ernc,1.0,0.0,10.963929205941579,0.4543033418300171,5,2024-12-18 04:00:00
PFV SALVADOR,EL SALVADOR (SOLAR),Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,143.19029866605428,0.0,5,2024-12-18 04:00:00
TER LOS GUINDOS,Los Guindos TG2 Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV COLIBRI [EN_REVISION],PMGD PFV Colibri,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
TER LOS GUINDOS,Los Guindos TG1 Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV LOS BANOS [EN_Revision],PMGD PFV Los Banos,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
HE RAPEL,RAPEL,Hidráulica,Embalse,Región de O'Higgins,convencional,0.0,0.0,1138.1634695723237,0.0,5,2024-12-18 04:00:00
TER SAN ISIDRO II,San Isidro II GNL,Térmica,Gas Natural,Región de Valparaíso,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV ESFENA,PFV PMGD Esfena,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,48.38136797979163,0.0,5,2024-12-18 04:00:00
PMGD PFV EL TRIUNFO,PMGD PFV EL TRIUNFO,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
TER TENO,TER TENO,Térmica,Diésel,Región del Maule,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD TER CALAFATE,Calafate,Térmica,Diésel,Región de los Lagos,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
TER YUNGAY,TER Yungay U4,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV VELASCO SOLAR,PMGD PFV VELASCO SOLAR,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV BLU,PMGD PFV Blu,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,36.86708310852278,0.0,5,2024-12-18 04:00:00
PMGD PFV RANGUIL,PV Ranguil,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,22.29670067960711,0.0,5,2024-12-18 04:00:00
PMGD PFV CHACAICO,PMGD PFV CHACAICO,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV CENTAURO SOLAR,PMGD PFV Centauro Solar,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,85.99741058846935,0.0,5,2024-12-18 04:00:00
PMGD PFV DON MARIANO,Don Mariano,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,28.173218709829584,0.0,5,2024-12-18 04:00:00
HP MALALCAHUELLO,Malalcahuello,Hidráulica,Pasada,Región de la Araucanía,ernc,1.0,0.0,48.08696634680014,2.401346634047448,5,2024-12-18 04:00:00
PFV SANTIAGO SOLAR,Santiago Solar,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,337.82944896657517,0.0,5,2024-12-18 04:00:00
TER TENO GAS,Teno Gas 50,Térmica,Diésel,Región del Maule,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD TER DIESEL COLACO PARGUA [EN_REVISION],PMGD Diesel Colaco Pargua,Térmica,Diésel,Región de los Lagos,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV SANTA TERESITA,PMGD PFV Santa Teresita,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,91.66493634520575,0.0,5,2024-12-18 04:00:00
PMGD PFV BELLAVISTA,Bellavista,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,24.78371408511217,0.0,5,2024-12-18 04:00:00
PMGD PFV FUSTER DEL VERANO,PMGD PFV Fuster del Verano,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,80.3959262367213,0.0,5,2024-12-18 04:00:00
HP CHAPIQUIÑA,CHAP,Hidráulica,Pasada,Arica y Parinacota,ernc,1.0,0.0,123.87946948392275,6.523658355828901,5,2024-12-18 04:00:00
TER YUNGAY,TER Yungay U3 GNL,Térmica,Gas Natural,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV SOLARPARK MALLOA,PMGD PFV SOLARPARK MALLOA,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,20.673835107600677,0.0,5,2024-12-18 04:00:00
PMGD PFV SGT TUCAPEL,PMGD PFV SGT TUCAPEL [EN_REVISION],Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,76.01584818559894,0.0,5,2024-12-18 04:00:00
PMGD PFV TALLADO,PMGD PFV Tallado,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,88.25730033932042,0.0,5,2024-12-18 04:00:00
PMGD TER PRP TAMBORES,PRP TAMBORES,Térmica,Diésel,Región de los Ríos,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV CALAMA SOLAR,Solar Calama 1,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,99.21387825348353,0.0,5,2024-12-18 04:00:00
PMGD PFV EA SF GRANEROS [En_Revision],PMGD PFV EA SF Graneros,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,28.878523536791775,0.0,5,2024-12-18 04:00:00
PMGD HP QUILLAILEO,Quillaileo,Hidráulica,Pasada,Región del Bío-Bío,ernc,1.0,0.0,7.459884978777645,0.4048338353784147,5,2024-12-18 04:00:00
PMGD PFV QUINTACABRERO,PMGD PFV QUINTACABRERO,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
TER ANDES GENERACION,Andes Generación Unidad 3 Diesel,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
PMGD PFV PEDREROS SOLAR,Pedreros Solar,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,28.753105464185584,0.0,5,2024-12-18 04:00:00
PMGD PFV LAS TORCAZAS,Las Torcazas,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,18.36160232517434,0.0,5,2024-12-18 04:00:00
PMGD HP BUREO,Bureo,Hidráulica,Pasada,Región del Bío-Bío,ernc,1.0,0.0,7.580372867120975,0.0,5,2024-12-18 04:00:00
PMGD PFV LA PERLA,PMGD PFV LA PERLA,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,0.0,0.0,5,2024-12-18 04:00:00
