plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
TER SAN LORENZO DE D. DE ALMAGRO,TER SAN LORENZO U2,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
TER ANDES GENERACION,Andes Generación Unidad 4 FO6,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
PFV BOLERO,PFV BOLERO,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,583.6362206324463,0.0,5,2024-11-03 04:00:00
PMGD PFV LAS PERDICES,Las Perdices,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,8.263868245918324,0.0,5,2024-11-03 04:00:00
PMGD LORETO SOLAR,Loreto,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,7.776013291819023,0.0,5,2024-11-03 04:00:00
PMGD HP DONGO,DONGO,Hidráulica,Pasada,Región de los Lagos,ernc,1.0,0.0,54.769505563993825,0.8978201630641014,5,2024-11-03 04:00:00
PMGD HP LA MONTAÑA II,La Montaña 2,Hidráulica,Pasada,Región del Maule,ernc,1.0,0.0,1.4908360353044574,0.0,5,2024-11-03 04:00:00
PMGD PFV LOS CISNES,PMGD PFV Los Cisnes,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,25.146362514137504,0.0,5,2024-11-03 04:00:00
PMGD PFV BERRUECO,PMGD PFV BERRUECO,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,22.14068226945594,0.0,5,2024-11-03 04:00:00
TER ESCUADRON,Escuadrón,Térmica,Biomasa,Región del Bío-Bío,ernc,1.0,0.0,15.188517460350111,0.5202917707102804,5,2024-11-03 04:00:00
PMGD PFV AYLA SOLAR,PMGD PFV Ayla,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,28.80224192427049,0.0,5,2024-11-03 04:00:00
TER CORONEL,Coronel TG Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
PMGD PFV RINCONADA,Rinconada,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,20.897389489767793,0.0,5,2024-11-03 04:00:00
TER KELAR,KELAR TG1 (Diesel),Térmica,Diésel,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
TER ANDES GENERACION,Andes Generación Unidad 4 Diesel,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
PMGD PFV CAUQUENES,PMGD PFV Cauquenes,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,8.330456555101184,0.0,5,2024-11-03 04:00:00
PMGD PFV DOÑIHUE,Doñihue,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,16.554210961565655,0.0,5,2024-11-03 04:00:00
PMGD HP LAS FLORES,PMGD HP LAS FLORES,Hidráulica,Pasada,Región de los Ríos,ernc,1.0,0.0,34.268265503238155,1.7413247716959255,5,2024-11-03 04:00:00
PMGD PFV SANTA MARGARITA,PMGD PFV SANTA MARGARITA,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,10.862652264868313,0.0,5,2024-11-03 04:00:00
PE UCUQUER II,UCUQUER_2,Eólica,(en blanco),Región de O'Higgins,ernc,1.0,0.0,9.245184541082676,0.0,5,2024-11-03 04:00:00
PMGD PFV PSF PUANGUE,PMGD PFV Puangue,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,16.88411572450409,0.0,5,2024-11-03 04:00:00
PMGD PFV PARANAL,PMGD PFV Paranal,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,21.665799067092745,0.0,5,2024-11-03 04:00:00
PFV ANTAY,PMG Antay,Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,69.50897944469844,0.0,5,2024-11-03 04:00:00
BESS Andes Solar IIB,BESS Andes Solar IIB (inyección),Bess,Inyección,Región de Antofagasta,ernc,1.0,0.0,699.9829051986546,115.33100184974383,5,2024-11-03 04:00:00
TER KELAR,KELAR TG2 (Diesel),Térmica,Diésel,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
PMGD PFV LUMBRERAS,LUMBRERAS,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,12.154742450605667,0.0,5,2024-11-03 04:00:00
PE VALLE DE LOS VIENTOS,PE Valle de los Vientos,Eólica,(en blanco),Región de Antofagasta,ernc,1.0,0.0,419.0950213071308,1.3507574816516896,5,2024-11-03 04:00:00
TER CANDELARIA,Candelaria 2 GNL,Térmica,Gas Natural,Región de O'Higgins,convencional,0.0,0.0,0.0,0.0,5,2024-11-03 04:00:00
PMGD PFV EL RESPLANDOR,El Resplandor,Solar,(en blanco),Región del Bío-Bío,ernc,1.0,0.0,5.841291149891564,0.0,5,2024-11-03 04:00:00
BESS La Cabaña,BESS La Cabaña (Retiro),Bess,(en blanco),Región de la Araucanía,ernc,1.0,0.0,144.10080926479722,32.798392776698066,5,2024-11-03 04:00:00
PMGD PFV ARMAZONES,PMGD PFV Armazones,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,49.83323191711127,0.0,5,2024-11-03 04:00:00
TER PLANTA DE ACIDO SULFURICO MEJILLONES,TER PAM,Térmica,Cogeneracion,Región de Antofagasta,convencional,0.0,0.0,453.2741883984062,18.900599132148457,5,2024-11-03 04:00:00
