plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
PMGD PFV COLCHAGUA,PMGD PFV Colchagua,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,4.759589532058271,0.44355295909958,14,2024-10-23 13:00:00
PMGD PFV LUNA,Luna,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,7.634571129778036,0.4210938234010975,14,2024-10-23 13:00:00
TER EMELDA,Emelda 1,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
TER YUNGAY,TER Yungay U3 Gas Argentino,Térmica,Gas Natural,Región del Bío-Bío,convencional,0.0,0.0,71.49009041778757,0.0,14,2024-10-23 13:00:00
PMGD PFV LIQUIDAMBAR,PMGD PFV Liquidambar,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,65.33768447004805,6.9079376958985295,14,2024-10-23 13:00:00
PFV EL PELICANO,PFV El Pelícano,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,632.3546136324946,59.41331797072395,14,2024-10-23 13:00:00
PMGD PFV REN,PMGD PFV REN,Solar,(en blanco),Región de la Araucanía,ernc,1.0,0.0,18.17945966679237,2.6350208874649654,14,2024-10-23 13:00:00
PE MONTE REDONDO,MONTE REDONDO,Eólica,(en blanco),Región de Coquimbo,ernc,1.0,0.0,41.46325188121927,0.6603703243630483,14,2024-10-23 13:00:00
PMGD TER CASABLANCA,Casablanca 1,Térmica,Diésel,Región de Valparaíso,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV GR PEUMO,PMGD PFV GR PEUMO,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,26.421042072493343,1.711529742754206,14,2024-10-23 13:00:00
PMGD PFV COVADONGA,Covadonga,Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,91.70867273192201,9.00588139878072,14,2024-10-23 13:00:00
PMGD TER LOUSIANA PACIFIC,Louisiana Pacific,Térmica,Diésel,Región de los Ríos,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV LOCKMA,PMGD PFV Lockma,Solar,(en blanco),Región de Antofagasta,ernc,1.0,0.0,74.3337263678052,8.975085808741477,14,2024-10-23 13:00:00
PMGD PFV INDEPENDENCIA,PMGD PFV Independencia,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,16.672293107009587,2.1743761217731015,14,2024-10-23 13:00:00
PMGD PFV PARQUE FOTOVOLTAICO EL SHARON,PMGD PFV El Sharon,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,9.14628809895243,0.46972850359643936,14,2024-10-23 13:00:00
PMGD PFV OVEJERIA,Ovejeria,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,48.68790199841708,5.909729358166135,14,2024-10-23 13:00:00
PMGD PFV PSF EL PERAL,PMGD PFV PSF El Peral,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,28.73608901185068,4.512633268517052,14,2024-10-23 13:00:00
PMGD TER LOS PINOS,PMGD TER Los Pinos,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,59.820025110419316,2.4821456679612477,14,2024-10-23 13:00:00
PFV PATAGUILLA [EN_REVISION],PFV PATAGUILLA,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,60.03366585118619,5.002805487598851,14,2024-10-23 13:00:00
PMGD PFV EL CHERCAN,PMGD PFV El Chercan,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,20.900190290508863,5.037886439595649,14,2024-10-23 13:00:00
PMGD PFV CLEMENTINA,PMGD PFV Clementina,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,15.873779239414464,1.7368900032537686,14,2024-10-23 13:00:00
PFV VENEZIA SOLAR [EN_REVISION],PFV VENEZIA SOLAR,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,7.564241897249461,0.48026932680948964,14,2024-10-23 13:00:00
TER DEGAÑ,Degañ Nave 5,Térmica,Diésel,Región de los Lagos,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV DOÑA IGNA,PMGD PFV Doña Igna,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,13.67629837739891,1.613041529051469,14,2024-10-23 13:00:00
PMGD HP DOSAL,MCH Dosal,Hidráulica,Pasada,Región del Maule,ernc,1.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV LOS NOGALES,PMGD PFV Los Nogales,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,42.93254787383687,4.687222508171219,14,2024-10-23 13:00:00
PMGD PFV JAHUEL,JAHUEL,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,39.200332381436894,3.9355245406306945,14,2024-10-23 13:00:00
PMGD PFV RENGO SOLAR,PMGD PFV Rengo,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,19.540239362229823,1.2151033910619984,14,2024-10-23 13:00:00
PFV RIO ESCONDIDO,PFV RÍO ESCONDIDO,Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,938.8665002467011,88.01935974881417,14,2024-10-23 13:00:00
PMGD PFV OLIVIER,PMGD PFV Olivier,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,19.48928701332558,2.405066982054866,14,2024-10-23 13:00:00
PMGD PFV CATAN SOLAR,Catán Solar,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV GABARDO DEL VERANO SOLAR,PMGD PFV GABARDO,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,11.471901627872143,1.7340861848204323,14,2024-10-23 13:00:00
HP CORRALES,PMG CH Corrales,Hidráulica,Pasada,Región de O'Higgins,ernc,1.0,0.0,58.02253804517149,2.9316440157329264,14,2024-10-23 13:00:00
HP LA CONFIANZA  [EN_REVISION],La Confianza,Hidráulica,Pasada,Región del Bío-Bío,ernc,1.0,0.0,38.04133292770165,1.770993142609993,14,2024-10-23 13:00:00
TER DEGAÑ,Degañ Nave 1+2,Térmica,Diésel,Región de los Lagos,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD TER MIMBRE,MIMBRE,Térmica,Diésel,Región de O'Higgins,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD HP LAS VERTIENTES,LAS VERTIENTES,Hidráulica,Pasada,Región Metropolitana,ernc,1.0,0.0,39.50437731572651,1.646967017384043,14,2024-10-23 13:00:00
PMGD PFV LA CHIMBA BIS,LA CHIMBA BIS,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,15.80565552060019,1.6173312269405449,14,2024-10-23 13:00:00
PMGD PFV DADINCO,Dadinco,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,2.6938525136328932,0.1740080154135723,14,2024-10-23 13:00:00
PMGD PFV GUARANA,PMGD PFV GUARANA,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,0.20625855006081842,0.0,14,2024-10-23 13:00:00
PFV CARACAS II,PFV CARACAS II,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,74.71731452246988,6.720357040080773,14,2024-10-23 13:00:00
PMGD PFV PARQUE EL INGENIO,PMGD PFV El Ingenio,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,15.85343591602727,1.357053034890077,14,2024-10-23 13:00:00
PE PUNTA SIERRA,PARQUE EÓLICO PUNTA SIERRA,Eólica,(en blanco),Región de Coquimbo,ernc,1.0,0.0,93.1522381790906,1.3007294267757012,14,2024-10-23 13:00:00
PMGD HP LOS BAJOS,LOS BAJOS,Hidráulica,Pasada,Región Metropolitana,ernc,1.0,0.0,125.73231040506457,4.350887168675635,14,2024-10-23 13:00:00
PMGD PFV PARQUE PVP ITIHUE,PMGD PFV Parque PVP Itihue,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,9.312913063477568,1.3285383870641492,14,2024-10-23 13:00:00
PMGD HP DOÑA HILDA,PMGD HP DOÑA HILDA,Hidráulica,Pasada,Región de los Ríos,ernc,1.0,0.0,10.563973725260892,0.43569899873317713,14,2024-10-23 13:00:00
PMGD PFV SAN JOSE II,PMGD PFV San José II,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,2.896222044598438,0.47428311314343413,14,2024-10-23 13:00:00
PMGD TER MONTE PATRIA,Monte Patria,Térmica,Diésel,Región de Coquimbo,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
TER YUNGAY,TER Yungay U2 Diésel,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD TER BIO CRUZ,PMGD TER BIO CRUZ,Térmica,Gas Natural,Región de Valparaíso,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV TALHUEN,Talhuén,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,19.994764696049145,2.2536976119056646,14,2024-10-23 13:00:00
BESS Salvador,BESS Salvador (retiro),Bess,(en blanco),Región de Atacama,ernc,1.0,0.0,295.7528065939782,36.34553429668537,14,2024-10-23 13:00:00
PMGD PFV PARQUE SOLAR BICENTENARIO,PARQUE SOLAR BICENTENARIO,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,2.6568643938290655,0.3256775379831078,14,2024-10-23 13:00:00
PMGD PFV JAVIERA CARRERA,PMGD PFV Javiera Carrera,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,56.0175664341454,5.465899289168072,14,2024-10-23 13:00:00
PMGD  TER AROMOS,Aromos,Térmica,Diésel,Región de la Araucanía,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
BESS Salvador,BESS Salvador (inyección),Bess,(en blanco),Región de Atacama,ernc,1.0,0.0,261.704336739674,0.0,14,2024-10-23 13:00:00
PMGD PFV RIMINI,PMGD PFV Rimini,Solar,(en blanco),Región de Valparaíso,ernc,1.0,0.0,53.2813951578755,5.2756484346486365,14,2024-10-23 13:00:00
PMGD TER CALFUCO,Calfuco,Térmica,Diésel,Región de los Lagos,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PE RENAICO II,PE Renaico II,Eólica,(en blanco),Región de la Araucanía,ernc,1.0,0.0,701.6534752467139,19.1407337955532,14,2024-10-23 13:00:00
TER YUNGAY,TER Yungay U1 GNL,Térmica,Gas Natural,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD TER CAÑETE,PMGD TER Cañete,Térmica,Diésel,Región del Bío-Bío,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD PFV MARAÑON,PMGD PFV Marañon,Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,38.06159169467106,0.0,14,2024-10-23 13:00:00
PMGD PFV SAN EDUARDO,PMGD PFV San Eduardo,Solar,(en blanco),Región de Ñuble,ernc,1.0,0.0,1.090239328234999,0.12905822684231594,14,2024-10-23 13:00:00
PMGD PFV HUAQUELON,PMGD PFV Huaquelon,Solar,(en blanco),Región de Coquimbo,ernc,1.0,0.0,66.15299313297663,5.891985398857782,14,2024-10-23 13:00:00
PMGD TER LIPIGAS CONCON,Lipigas Concón,Térmica,Gas Natural,Región de Valparaíso,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
PMGD TER LOUSIANA PACIFIC II,Louisiana Pacific II,Térmica,Diésel,Región de la Araucanía,convencional,0.0,0.0,0.0,0.0,14,2024-10-23 13:00:00
