plant_name,plant_key,generation_type,generation_subtype,region,energy_type,renewable_factor,25,total,mwh,hour,timestamp
PE CERRO TIGRE,PE CERRO TIGRE,Eólica,(en blanco),Región de Antofagasta,ernc,1.0,0.0,642.2801797198907,0.1801009975535586,13,2024-11-19 12:00:00
TER KELAR,KELAR TG2 + 0.5 TV (GNL),Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,0.0,0.0,13,2024-11-19 12:00:00
PMGD HP MAISAN,MAISAN,Hidráulica,Pasada,Región de la Araucanía,ernc,1.0,0.0,4.216718797251796,0.09869548143492997,13,2024-11-19 12:00:00
PMGD PFV MERCURIO SUR,Mercurio Sur,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,17.07072638266378,1.5352557510199387,13,2024-11-19 12:00:00
TER ARAUCO,TER ARAUCO,Térmica,Biomasa,Región del Bío-Bío,ernc,0.625,0.0,94.55302371561828,0.40022443900790805,13,2024-11-19 12:00:00
PMGD PFV SANTA MARGARITA,PMGD PFV SANTA MARGARITA,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,23.511923657331263,2.757774356807302,13,2024-11-19 12:00:00
PFV CARRERA PINTO,PFV Carrera Pinto,Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,467.61222892586454,51.889098517375274,13,2024-11-19 12:00:00
PMGD PFV ANTONIA SOLAR,Solar Antonia,Solar,(en blanco),Región de O'Higgins,ernc,1.0,0.0,26.23672962242938,2.741193525461181,13,2024-11-19 12:00:00
PMGD PFV LAS ARBOLEDAS,PMGD PFV Las Arboledas,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,19.494497425335364,2.4587244527450562,13,2024-11-19 12:00:00
BESS La Cabaña,BESS La Cabaña (Inyección),Bess,Inyección,Región de la Araucanía,ernc,1.0,0.0,139.51823943815674,0.0,13,2024-11-19 12:00:00
PMGD PFV CORDILLERILLA SOLAR,Solar Cordillerilla,Solar,(en blanco),Región del Maule,ernc,1.0,0.0,0.0,0.0,13,2024-11-19 12:00:00
PMGD PFV LO BOZA,PMGD PFV LO BOZA,Solar,(en blanco),Región Metropolitana,ernc,1.0,0.0,3.117369338111479,0.44725473429168117,13,2024-11-19 12:00:00
BESS Nueva Imperial,BESS Nueva Imperial (Inyección),Bess,Inyección,Región de la Araucanía,convencional,0.0,0.0,0.0,0.0,13,2024-11-19 12:00:00
HP CARENA,CARENA,Hidráulica,Pasada,Región Metropolitana,ernc,1.0,0.0,61.43445138771388,0.0,13,2024-11-19 12:00:00
PFV DIEGO DE ALMAGRO,PFV Diego de Almagro,Solar,(en blanco),Región de Atacama,ernc,1.0,0.0,150.2542600145439,17.739948259025525,13,2024-11-19 12:00:00
TER TERMOPACIFICO,Termopacífico,Térmica,Diésel,Región de Atacama,convencional,0.0,0.0,0.0,0.0,13,2024-11-19 12:00:00
TER MEJILLONES,CTM3-TG + CTM3-TV GNL,Térmica,Gas Natural,Región de Antofagasta,convencional,0.0,0.0,2117.3573777384117,0.0,13,2024-11-19 12:00:00
